"","date","state","cases_new"
"14838","2022-10-07","Pahang",26
"14839","2022-10-07","Perak",161
"14840","2022-10-07","Perlis",6
"14841","2022-10-07","Pulau Pinang",94
"14842","2022-10-07","Sabah",138
"14843","2022-10-07","Sarawak",72
"14845","2022-10-07","Terengganu",13
"14846","2022-10-07","W.P. Kuala Lumpur",329
"14847","2022-10-07","W.P. Labuan",4
"14848","2022-10-07","W.P. Putrajaya",24
"14849","2022-10-08","Johor",79
"14850","2022-10-08","Kedah",60
"14851","2022-10-08","Kelantan",16
"14852","2022-10-08","Melaka",60
"14854","2022-10-08","Pahang",33
"14855","2022-10-08","Perak",164
"14856","2022-10-08","Perlis",3
"14857","2022-10-08","Pulau Pinang",87
"14858","2022-10-08","Sabah",129
"14859","2022-10-08","Sarawak",49
"14860","2022-10-08","Selangor",522
"14861","2022-10-08","Terengganu",8
"14862","2022-10-08","W.P. Kuala Lumpur",314
"14863","2022-10-08","W.P. Labuan",1
"14864","2022-10-08","W.P. Putrajaya",35
"14865","2022-10-09","Johor",33
"14866","2022-10-09","Kedah",49
"14867","2022-10-09","Kelantan",28
"14868","2022-10-09","Melaka",42
"14870","2022-10-09","Pahang",16
"14871","2022-10-09","Perak",101
"14872","2022-10-09","Perlis",2
"14873","2022-10-09","Pulau Pinang",69
"14874","2022-10-09","Sabah",111
"14875","2022-10-09","Sarawak",29
"14877","2022-10-09","Terengganu",15
"14878","2022-10-09","W.P. Kuala Lumpur",258
"14879","2022-10-09","W.P. Labuan",0
"14880","2022-10-09","W.P. Putrajaya",20
"14881","2022-10-10","Johor",37
"14882","2022-10-10","Kedah",30
"14883","2022-10-10","Kelantan",14
"14884","2022-10-10","Melaka",25
"14886","2022-10-10","Pahang",21
"14887","2022-10-10","Perak",82
"14888","2022-10-10","Perlis",0
"14889","2022-10-10","Pulau Pinang",63
"14890","2022-10-10","Sabah",101
"14891","2022-10-10","Sarawak",39
"14892","2022-10-10","Selangor",543
"14893","2022-10-10","Terengganu",10
"14894","2022-10-10","W.P. Kuala Lumpur",184
"14895","2022-10-10","W.P. Labuan",0
"14896","2022-10-10","W.P. Putrajaya",12
"14897","2022-10-11","Johor",40
"14898","2022-10-11","Kedah",62
"14899","2022-10-11","Kelantan",49
"14900","2022-10-11","Melaka",36
"14902","2022-10-11","Pahang",18
"14903","2022-10-11","Perak",85
"14904","2022-10-11","Perlis",1
"14905","2022-10-11","Pulau Pinang",53
"14906","2022-10-11","Sabah",94
"14907","2022-10-11","Sarawak",49
"14908","2022-10-11","Selangor",429
"14909","2022-10-11","Terengganu",13
"14910","2022-10-11","W.P. Kuala Lumpur",318
"14911","2022-10-11","W.P. Labuan",1
"14912","2022-10-11","W.P. Putrajaya",1
"14913","2022-10-12","Johor",48
"14914","2022-10-12","Kedah",77
"14915","2022-10-12","Kelantan",55
"14916","2022-10-12","Melaka",45
"14918","2022-10-12","Pahang",35
"14919","2022-10-12","Perak",124
"14920","2022-10-12","Perlis",0
"14921","2022-10-12","Pulau Pinang",51
"14922","2022-10-12","Sabah",121
"14923","2022-10-12","Sarawak",86
"14924","2022-10-12","Selangor",497
"14925","2022-10-12","Terengganu",26
"14926","2022-10-12","W.P. Kuala Lumpur",359
"14927","2022-10-12","W.P. Labuan",1
"14928","2022-10-12","W.P. Putrajaya",42
"14929","2022-10-13","Johor",54
"14930","2022-10-13","Kedah",79
"14931","2022-10-13","Kelantan",45
"14932","2022-10-13","Melaka",68
"14934","2022-10-13","Pahang",40
"14935","2022-10-13","Perak",162
"14936","2022-10-13","Perlis",6
"14937","2022-10-13","Pulau Pinang",105
"14938","2022-10-13","Sabah",124
"14939","2022-10-13","Sarawak",67
"14941","2022-10-13","Terengganu",25
"14943","2022-10-13","W.P. Labuan",2
"14944","2022-10-13","W.P. Putrajaya",35
"14945","2022-10-14","Johor",52
"14946","2022-10-14","Kedah",44
"14947","2022-10-14","Kelantan",61
"14948","2022-10-14","Melaka",64
"14950","2022-10-14","Pahang",39
"14951","2022-10-14","Perak",205
"14952","2022-10-14","Perlis",4
"14953","2022-10-14","Pulau Pinang",96
"14954","2022-10-14","Sabah",165
"14955","2022-10-14","Sarawak",63
"14957","2022-10-14","Terengganu",16
"14958","2022-10-14","W.P. Kuala Lumpur",515
"14959","2022-10-14","W.P. Labuan",3
"14960","2022-10-14","W.P. Putrajaya",39
"14961","2022-10-15","Johor",43
"14962","2022-10-15","Kedah",46
"14963","2022-10-15","Kelantan",25
"14964","2022-10-15","Melaka",56
"14966","2022-10-15","Pahang",50
"14967","2022-10-15","Perak",146
"14968","2022-10-15","Perlis",4
"14969","2022-10-15","Pulau Pinang",96
"14970","2022-10-15","Sabah",147
"14971","2022-10-15","Sarawak",91
"14973","2022-10-15","Terengganu",15
"14974","2022-10-15","W.P. Kuala Lumpur",469
"14975","2022-10-15","W.P. Labuan",5
"14976","2022-10-15","W.P. Putrajaya",30
"14977","2022-10-16","Johor",53
"14978","2022-10-16","Kedah",50
"14979","2022-10-16","Kelantan",32
"14980","2022-10-16","Melaka",44
"14982","2022-10-16","Pahang",23
"14983","2022-10-16","Perak",119
"14984","2022-10-16","Perlis",5
"14985","2022-10-16","Pulau Pinang",59
"14986","2022-10-16","Sabah",106
"14987","2022-10-16","Sarawak",66
"14989","2022-10-16","Terengganu",22
"14990","2022-10-16","W.P. Kuala Lumpur",366
"14991","2022-10-16","W.P. Labuan",3
"14992","2022-10-16","W.P. Putrajaya",38
"14993","2022-10-17","Johor",48
"14994","2022-10-17","Kedah",59
"14995","2022-10-17","Kelantan",45
"14996","2022-10-17","Melaka",21
"14998","2022-10-17","Pahang",17
"14999","2022-10-17","Perak",90
"15000","2022-10-17","Perlis",1
"15001","2022-10-17","Pulau Pinang",81
"15002","2022-10-17","Sabah",108
"15003","2022-10-17","Sarawak",37
"15004","2022-10-17","Selangor",422
"15005","2022-10-17","Terengganu",26
"15006","2022-10-17","W.P. Kuala Lumpur",109
"15007","2022-10-17","W.P. Labuan",0
"15008","2022-10-17","W.P. Putrajaya",32
"15009","2022-10-18","Johor",61
"15010","2022-10-18","Kedah",75
"15011","2022-10-18","Kelantan",49
"15012","2022-10-18","Melaka",45
"15014","2022-10-18","Pahang",29
"15015","2022-10-18","Perak",101
"15016","2022-10-18","Perlis",7
"15017","2022-10-18","Pulau Pinang",60
"15018","2022-10-18","Sabah",133
"15019","2022-10-18","Sarawak",72
"15021","2022-10-18","Terengganu",25
"15022","2022-10-18","W.P. Kuala Lumpur",412
"15023","2022-10-18","W.P. Labuan",0
"15024","2022-10-18","W.P. Putrajaya",26
"15025","2022-10-19","Johor",46
"15026","2022-10-19","Kedah",67
"15027","2022-10-19","Kelantan",57
"15028","2022-10-19","Melaka",62
"15030","2022-10-19","Pahang",42
"15031","2022-10-19","Perak",145
"15032","2022-10-19","Perlis",6
"15033","2022-10-19","Pulau Pinang",73
"15034","2022-10-19","Sabah",145
"15035","2022-10-19","Sarawak",64
"15037","2022-10-19","Terengganu",32
"15039","2022-10-19","W.P. Labuan",2
"15040","2022-10-19","W.P. Putrajaya",28
"15041","2022-10-20","Johor",55
"15042","2022-10-20","Kedah",88
"15043","2022-10-20","Kelantan",53
"15044","2022-10-20","Melaka",72
"15046","2022-10-20","Pahang",48
"15047","2022-10-20","Perak",175
"15048","2022-10-20","Perlis",4
"15049","2022-10-20","Pulau Pinang",98
"15050","2022-10-20","Sabah",121
"15051","2022-10-20","Sarawak",74
"15053","2022-10-20","Terengganu",26
"15055","2022-10-20","W.P. Labuan",0
"15056","2022-10-20","W.P. Putrajaya",51
"15057","2022-10-21","Johor",51
"15058","2022-10-21","Kedah",69
"15059","2022-10-21","Kelantan",52
"15060","2022-10-21","Melaka",70
"15062","2022-10-21","Pahang",46
"15063","2022-10-21","Perak",211
"15064","2022-10-21","Perlis",9
"15065","2022-10-21","Pulau Pinang",107
"15066","2022-10-21","Sabah",125
"15067","2022-10-21","Sarawak",79
"15069","2022-10-21","Terengganu",23
"15071","2022-10-21","W.P. Labuan",0
"15072","2022-10-21","W.P. Putrajaya",31
"15073","2022-10-22","Johor",33
"15074","2022-10-22","Kedah",51
"15075","2022-10-22","Kelantan",28
"15076","2022-10-22","Melaka",70
"15078","2022-10-22","Pahang",38
"15079","2022-10-22","Perak",163
"15080","2022-10-22","Perlis",10
"15081","2022-10-22","Pulau Pinang",130
"15082","2022-10-22","Sabah",103
"15083","2022-10-22","Sarawak",51
"15085","2022-10-22","Terengganu",22
"15086","2022-10-22","W.P. Kuala Lumpur",550
"15087","2022-10-22","W.P. Labuan",5
"15088","2022-10-22","W.P. Putrajaya",35
"15089","2022-10-23","Johor",41
"15090","2022-10-23","Kedah",47
"15091","2022-10-23","Kelantan",36
"15092","2022-10-23","Melaka",48
"15094","2022-10-23","Pahang",30
"15095","2022-10-23","Perak",131
"15096","2022-10-23","Perlis",6
"15097","2022-10-23","Pulau Pinang",131
"15098","2022-10-23","Sabah",101
"15099","2022-10-23","Sarawak",52
"15101","2022-10-23","Terengganu",14
"15102","2022-10-23","W.P. Kuala Lumpur",422
"15103","2022-10-23","W.P. Labuan",0
"15104","2022-10-23","W.P. Putrajaya",17
"15105","2022-10-24","Johor",46
"15106","2022-10-24","Kedah",49
"15107","2022-10-24","Kelantan",43
"15108","2022-10-24","Melaka",40
"15110","2022-10-24","Pahang",27
"15111","2022-10-24","Perak",94
"15112","2022-10-24","Perlis",7
"15113","2022-10-24","Pulau Pinang",105
"15114","2022-10-24","Sabah",117
"15115","2022-10-24","Sarawak",29
"15117","2022-10-24","Terengganu",11
"15118","2022-10-24","W.P. Kuala Lumpur",341
"15119","2022-10-24","W.P. Labuan",1
"15120","2022-10-24","W.P. Putrajaya",19
"15121","2022-10-25","Johor",49
"15122","2022-10-25","Kedah",38
"15123","2022-10-25","Kelantan",40
"15124","2022-10-25","Melaka",32
"15126","2022-10-25","Pahang",18
"15127","2022-10-25","Perak",110
"15128","2022-10-25","Perlis",4
"15129","2022-10-25","Pulau Pinang",59
"15130","2022-10-25","Sabah",115
"15131","2022-10-25","Sarawak",37
"15133","2022-10-25","Terengganu",17
"15134","2022-10-25","W.P. Kuala Lumpur",452
"15135","2022-10-25","W.P. Labuan",3
"15136","2022-10-25","W.P. Putrajaya",29
"15137","2022-10-26","Johor",52
"15138","2022-10-26","Kedah",93
"15139","2022-10-26","Kelantan",70
"15140","2022-10-26","Melaka",62
"15142","2022-10-26","Pahang",42
"15143","2022-10-26","Perak",159
"15144","2022-10-26","Perlis",5
"15145","2022-10-26","Pulau Pinang",56
"15146","2022-10-26","Sabah",115
"15147","2022-10-26","Sarawak",63
"15149","2022-10-26","Terengganu",29
"15151","2022-10-26","W.P. Labuan",4
"15152","2022-10-26","W.P. Putrajaya",40
"15153","2022-10-27","Johor",60
"15154","2022-10-27","Kedah",75
"15155","2022-10-27","Kelantan",74
"15156","2022-10-27","Melaka",82
"15158","2022-10-27","Pahang",68
"15159","2022-10-27","Perak",217
"15160","2022-10-27","Perlis",9
"15161","2022-10-27","Pulau Pinang",104
"15162","2022-10-27","Sabah",126
"15163","2022-10-27","Sarawak",90
"15165","2022-10-27","Terengganu",30
"15167","2022-10-27","W.P. Labuan",6
"15168","2022-10-27","W.P. Putrajaya",54
"15169","2022-10-28","Johor",53
"15170","2022-10-28","Kedah",59
"15171","2022-10-28","Kelantan",82
"15172","2022-10-28","Melaka",87
"15174","2022-10-28","Pahang",68
"15175","2022-10-28","Perak",247
"15176","2022-10-28","Perlis",8
"15177","2022-10-28","Pulau Pinang",140
"15178","2022-10-28","Sabah",162
"15179","2022-10-28","Sarawak",63
"15181","2022-10-28","Terengganu",22
"15183","2022-10-28","W.P. Labuan",4
"15184","2022-10-28","W.P. Putrajaya",35
"15185","2022-10-29","Johor",46
"15186","2022-10-29","Kedah",59
"15187","2022-10-29","Kelantan",61
"15188","2022-10-29","Melaka",88
"15190","2022-10-29","Pahang",51
"15191","2022-10-29","Perak",306
"15192","2022-10-29","Perlis",4
"15193","2022-10-29","Pulau Pinang",156
"15194","2022-10-29","Sabah",181
"15195","2022-10-29","Sarawak",55
"15197","2022-10-29","Terengganu",14
"15199","2022-10-29","W.P. Labuan",6
"15200","2022-10-29","W.P. Putrajaya",82
"15201","2022-10-30","Johor",46
"15202","2022-10-30","Kedah",69
"15203","2022-10-30","Kelantan",46
"15204","2022-10-30","Melaka",69
"15206","2022-10-30","Pahang",44
"15207","2022-10-30","Perak",222
"15208","2022-10-30","Perlis",7
"15209","2022-10-30","Pulau Pinang",173
"15210","2022-10-30","Sabah",156
"15211","2022-10-30","Sarawak",44
"15213","2022-10-30","Terengganu",28
"15215","2022-10-30","W.P. Labuan",3
"15216","2022-10-30","W.P. Putrajaya",38
"15217","2022-10-31","Johor",59
"15218","2022-10-31","Kedah",100
"15219","2022-10-31","Kelantan",116
"15220","2022-10-31","Melaka",57
"15222","2022-10-31","Pahang",43
"15223","2022-10-31","Perak",199
"15224","2022-10-31","Perlis",2
"15225","2022-10-31","Pulau Pinang",140
"15226","2022-10-31","Sabah",134
"15227","2022-10-31","Sarawak",37
"15229","2022-10-31","Terengganu",43
"15231","2022-10-31","W.P. Labuan",1
"15232","2022-10-31","W.P. Putrajaya",63
"15233","2022-11-01","Johor",69
"15234","2022-11-01","Kedah",89
"15235","2022-11-01","Kelantan",87
"15236","2022-11-01","Melaka",111
"15238","2022-11-01","Pahang",69
"15239","2022-11-01","Perak",201
"15240","2022-11-01","Perlis",2
"15241","2022-11-01","Pulau Pinang",109
"15242","2022-11-01","Sabah",199
"15243","2022-11-01","Sarawak",48
"15245","2022-11-01","Terengganu",44
"15247","2022-11-01","W.P. Labuan",6
"15248","2022-11-01","W.P. Putrajaya",49
"15249","2022-11-02","Johor",73
"15250","2022-11-02","Kedah",120
"15251","2022-11-02","Kelantan",106
"15252","2022-11-02","Melaka",104
"15254","2022-11-02","Pahang",79
"15255","2022-11-02","Perak",314
"15256","2022-11-02","Perlis",3
"15257","2022-11-02","Pulau Pinang",157
"15258","2022-11-02","Sabah",248
"15259","2022-11-02","Sarawak",81
"15261","2022-11-02","Terengganu",49
"15263","2022-11-02","W.P. Labuan",7
"15264","2022-11-02","W.P. Putrajaya",58
"15265","2022-11-03","Johor",60
"15266","2022-11-03","Kedah",135
"15267","2022-11-03","Kelantan",128
"15268","2022-11-03","Melaka",149
"15270","2022-11-03","Pahang",79
"15271","2022-11-03","Perak",391
"15272","2022-11-03","Perlis",5
"15273","2022-11-03","Pulau Pinang",232
"15274","2022-11-03","Sabah",215
"15275","2022-11-03","Sarawak",75
"15277","2022-11-03","Terengganu",41
"15279","2022-11-03","W.P. Labuan",14
"15280","2022-11-03","W.P. Putrajaya",111
"15281","2022-11-04","Johor",53
"15282","2022-11-04","Kedah",123
"15283","2022-11-04","Kelantan",92
"15284","2022-11-04","Melaka",172
"15286","2022-11-04","Pahang",83
"15287","2022-11-04","Perak",417
"15288","2022-11-04","Perlis",5
"15289","2022-11-04","Pulau Pinang",252
"15290","2022-11-04","Sabah",254
"15291","2022-11-04","Sarawak",79
"15293","2022-11-04","Terengganu",30
"15295","2022-11-04","W.P. Labuan",5
"15296","2022-11-04","W.P. Putrajaya",108
"15297","2022-11-05","Johor",64
"15298","2022-11-05","Kedah",96
"15299","2022-11-05","Kelantan",65
"15300","2022-11-05","Melaka",196
"15302","2022-11-05","Pahang",86
"15303","2022-11-05","Perak",207
"15304","2022-11-05","Perlis",7
"15305","2022-11-05","Pulau Pinang",228
"15306","2022-11-05","Sabah",272
"15307","2022-11-05","Sarawak",95
"15309","2022-11-05","Terengganu",41
"15311","2022-11-05","W.P. Labuan",2
"15312","2022-11-05","W.P. Putrajaya",83
"15313","2022-11-06","Johor",45
"15314","2022-11-06","Kedah",122
"15315","2022-11-06","Kelantan",48
"15316","2022-11-06","Melaka",122
"15318","2022-11-06","Pahang",80
"15319","2022-11-06","Perak",189
"15320","2022-11-06","Perlis",3
"15321","2022-11-06","Pulau Pinang",207
"15322","2022-11-06","Sabah",274
"15323","2022-11-06","Sarawak",48
"15325","2022-11-06","Terengganu",43
"15327","2022-11-06","W.P. Labuan",4
"15328","2022-11-06","W.P. Putrajaya",47
"15329","2022-11-07","Johor",69
"15330","2022-11-07","Kedah",118
"15331","2022-11-07","Kelantan",131
"15332","2022-11-07","Melaka",100
"15334","2022-11-07","Pahang",77
"15335","2022-11-07","Perak",88
"15336","2022-11-07","Perlis",5
"15337","2022-11-07","Pulau Pinang",132
"15338","2022-11-07","Sabah",178
"15339","2022-11-07","Sarawak",43
"15341","2022-11-07","Terengganu",57
"15342","2022-11-07","W.P. Kuala Lumpur",461
"15343","2022-11-07","W.P. Labuan",0
"15344","2022-11-07","W.P. Putrajaya",4
"15345","2022-11-08","Johor",67
"15346","2022-11-08","Kedah",145
"15347","2022-11-08","Kelantan",156
"15348","2022-11-08","Melaka",212
"15350","2022-11-08","Pahang",82
"15351","2022-11-08","Perak",163
"15352","2022-11-08","Perlis",2
"15353","2022-11-08","Pulau Pinang",102
"15354","2022-11-08","Sabah",176
"15355","2022-11-08","Sarawak",80
"15357","2022-11-08","Terengganu",63
"15358","2022-11-08","W.P. Kuala Lumpur",561
"15359","2022-11-08","W.P. Labuan",3
"15360","2022-11-08","W.P. Putrajaya",226
"15361","2022-11-09","Johor",68
"15362","2022-11-09","Kedah",157
"15363","2022-11-09","Kelantan",161
"15364","2022-11-09","Melaka",185
"15366","2022-11-09","Pahang",112
"15367","2022-11-09","Perak",216
"15368","2022-11-09","Perlis",5
"15369","2022-11-09","Pulau Pinang",145
"15370","2022-11-09","Sabah",173
"15371","2022-11-09","Sarawak",132
"15373","2022-11-09","Terengganu",55
"15374","2022-11-09","W.P. Kuala Lumpur",322
"15375","2022-11-09","W.P. Labuan",24
"15376","2022-11-09","W.P. Putrajaya",146
"15377","2022-11-10","Johor",89
"15378","2022-11-10","Kedah",172
"15379","2022-11-10","Kelantan",179
"15380","2022-11-10","Melaka",175
"15382","2022-11-10","Pahang",112
"15383","2022-11-10","Perak",171
"15384","2022-11-10","Perlis",11
"15385","2022-11-10","Pulau Pinang",237
"15386","2022-11-10","Sabah",221
"15387","2022-11-10","Sarawak",70
"15389","2022-11-10","Terengganu",49
"15390","2022-11-10","W.P. Kuala Lumpur",312
"15391","2022-11-10","W.P. Labuan",11
"15392","2022-11-10","W.P. Putrajaya",174
"15393","2022-11-11","Johor",75
"15394","2022-11-11","Kedah",125
"15395","2022-11-11","Kelantan",107
"15396","2022-11-11","Melaka",264
"15398","2022-11-11","Pahang",88
"15399","2022-11-11","Perak",93
"15400","2022-11-11","Perlis",17
"15401","2022-11-11","Pulau Pinang",160
"15402","2022-11-11","Sabah",204
"15403","2022-11-11","Sarawak",139
"15405","2022-11-11","Terengganu",43
"15406","2022-11-11","W.P. Kuala Lumpur",421
"15407","2022-11-11","W.P. Labuan",10
"15408","2022-11-11","W.P. Putrajaya",104
"15409","2022-11-12","Johor",49
"15410","2022-11-12","Kedah",109
"15411","2022-11-12","Kelantan",66
"15412","2022-11-12","Melaka",158
"15414","2022-11-12","Pahang",103
"15415","2022-11-12","Perak",107
"15416","2022-11-12","Perlis",4
"15417","2022-11-12","Pulau Pinang",190
"15418","2022-11-12","Sabah",257
"15419","2022-11-12","Sarawak",104
"15421","2022-11-12","Terengganu",35
"15422","2022-11-12","W.P. Kuala Lumpur",227
"15423","2022-11-12","W.P. Labuan",17
"15424","2022-11-12","W.P. Putrajaya",95
"15425","2022-11-13","Johor",53
"15426","2022-11-13","Kedah",90
"15427","2022-11-13","Kelantan",84
"15428","2022-11-13","Melaka",134
"15430","2022-11-13","Pahang",55
"15431","2022-11-13","Perak",106
"15432","2022-11-13","Perlis",3
"15433","2022-11-13","Pulau Pinang",135
"15434","2022-11-13","Sabah",188
"15435","2022-11-13","Sarawak",82
"15437","2022-11-13","Terengganu",23
"15438","2022-11-13","W.P. Kuala Lumpur",176
"15439","2022-11-13","W.P. Labuan",9
"15440","2022-11-13","W.P. Putrajaya",17
"15441","2022-11-14","Johor",68
"15442","2022-11-14","Kedah",121
"15443","2022-11-14","Kelantan",53
"15444","2022-11-14","Melaka",86
"15446","2022-11-14","Pahang",67
"15447","2022-11-14","Perak",70
"15448","2022-11-14","Perlis",5
"15449","2022-11-14","Pulau Pinang",70
"15450","2022-11-14","Sabah",133
"15451","2022-11-14","Sarawak",56
"15452","2022-11-14","Selangor",538
"15453","2022-11-14","Terengganu",56
"15454","2022-11-14","W.P. Kuala Lumpur",224
"15455","2022-11-14","W.P. Labuan",9
"15456","2022-11-14","W.P. Putrajaya",115
"15457","2022-11-15","Johor",78
"15458","2022-11-15","Kedah",183
"15459","2022-11-15","Kelantan",174
"15460","2022-11-15","Melaka",190
"15462","2022-11-15","Pahang",82
"15463","2022-11-15","Perak",104
"15464","2022-11-15","Perlis",3
"15465","2022-11-15","Pulau Pinang",92
"15466","2022-11-15","Sabah",212
"15467","2022-11-15","Sarawak",142
"15469","2022-11-15","Terengganu",77
"15470","2022-11-15","W.P. Kuala Lumpur",316
"15471","2022-11-15","W.P. Labuan",13
"15472","2022-11-15","W.P. Putrajaya",169
"15473","2022-11-16","Johor",52
"15474","2022-11-16","Kedah",276
"15475","2022-11-16","Kelantan",195
"15476","2022-11-16","Melaka",163
"15478","2022-11-16","Pahang",126
"15479","2022-11-16","Perak",138
"15480","2022-11-16","Perlis",20
"15481","2022-11-16","Pulau Pinang",173
"15482","2022-11-16","Sabah",221
"15483","2022-11-16","Sarawak",192
"15485","2022-11-16","Terengganu",76
"15486","2022-11-16","W.P. Kuala Lumpur",233
"15487","2022-11-16","W.P. Labuan",20
"15488","2022-11-16","W.P. Putrajaya",147
"15489","2022-11-17","Johor",79
"15490","2022-11-17","Kedah",171
"15491","2022-11-17","Kelantan",124
"15492","2022-11-17","Melaka",262
"15494","2022-11-17","Pahang",159
"15495","2022-11-17","Perak",139
"15496","2022-11-17","Perlis",4
"15497","2022-11-17","Pulau Pinang",216
"15498","2022-11-17","Sabah",266
"15499","2022-11-17","Sarawak",158
"15501","2022-11-17","Terengganu",77
"15502","2022-11-17","W.P. Kuala Lumpur",322
"15503","2022-11-17","W.P. Labuan",16
"15504","2022-11-17","W.P. Putrajaya",131
"15505","2022-11-18","Johor",62
"15506","2022-11-18","Kedah",158
"15507","2022-11-18","Kelantan",109
"15508","2022-11-18","Melaka",200
"15510","2022-11-18","Pahang",94
"15511","2022-11-18","Perak",117
"15512","2022-11-18","Perlis",9
"15513","2022-11-18","Pulau Pinang",186
"15514","2022-11-18","Sabah",205
"15515","2022-11-18","Sarawak",114
"15517","2022-11-18","Terengganu",71
"15518","2022-11-18","W.P. Kuala Lumpur",185
"15519","2022-11-18","W.P. Labuan",16
"15520","2022-11-18","W.P. Putrajaya",122
"15521","2022-11-19","Johor",47
"15522","2022-11-19","Kedah",85
"15523","2022-11-19","Kelantan",51
"15524","2022-11-19","Melaka",171
"15526","2022-11-19","Pahang",71
"15527","2022-11-19","Perak",101
"15528","2022-11-19","Perlis",6
"15529","2022-11-19","Pulau Pinang",136
"15530","2022-11-19","Sabah",218
"15531","2022-11-19","Sarawak",70
"15533","2022-11-19","Terengganu",59
"15534","2022-11-19","W.P. Kuala Lumpur",192
"15535","2022-11-19","W.P. Labuan",6
"15536","2022-11-19","W.P. Putrajaya",88
"15537","2022-11-20","Johor",50
"15538","2022-11-20","Kedah",99
"15539","2022-11-20","Kelantan",41
"15540","2022-11-20","Melaka",127
"15542","2022-11-20","Pahang",53
"15543","2022-11-20","Perak",65
"15544","2022-11-20","Perlis",3
"15545","2022-11-20","Pulau Pinang",148
"15546","2022-11-20","Sabah",133
"15547","2022-11-20","Sarawak",51
"15548","2022-11-20","Selangor",562
"15549","2022-11-20","Terengganu",49
"15550","2022-11-20","W.P. Kuala Lumpur",131
"15551","2022-11-20","W.P. Labuan",2
"15552","2022-11-20","W.P. Putrajaya",39
"15553","2022-11-21","Johor",31
"15554","2022-11-21","Kedah",98
"15555","2022-11-21","Kelantan",86
"15556","2022-11-21","Melaka",112
"15558","2022-11-21","Pahang",54
"15559","2022-11-21","Perak",74
"15560","2022-11-21","Perlis",2
"15561","2022-11-21","Pulau Pinang",69
"15562","2022-11-21","Sabah",109
"15563","2022-11-21","Sarawak",77
"15565","2022-11-21","Terengganu",55
"15566","2022-11-21","W.P. Kuala Lumpur",156
"15567","2022-11-21","W.P. Labuan",11
"15568","2022-11-21","W.P. Putrajaya",54
"15569","2022-11-22","Johor",38
"15570","2022-11-22","Kedah",184
"15571","2022-11-22","Kelantan",198
"15572","2022-11-22","Melaka",122
"15574","2022-11-22","Pahang",114
"15575","2022-11-22","Perak",111
"15576","2022-11-22","Perlis",5
"15577","2022-11-22","Pulau Pinang",95
"15578","2022-11-22","Sabah",171
"15579","2022-11-22","Sarawak",201
"15581","2022-11-22","Terengganu",87
"15582","2022-11-22","W.P. Kuala Lumpur",292
"15583","2022-11-22","W.P. Labuan",16
"15584","2022-11-22","W.P. Putrajaya",62
"15585","2022-11-23","Johor",58
"15586","2022-11-23","Kedah",200
"15587","2022-11-23","Kelantan",202
"15588","2022-11-23","Melaka",205
"15590","2022-11-23","Pahang",135
"15591","2022-11-23","Perak",145
"15592","2022-11-23","Perlis",9
"15593","2022-11-23","Pulau Pinang",180
"15594","2022-11-23","Sabah",254
"15595","2022-11-23","Sarawak",220
"15597","2022-11-23","Terengganu",103
"15598","2022-11-23","W.P. Kuala Lumpur",290
"15599","2022-11-23","W.P. Labuan",35
"15600","2022-11-23","W.P. Putrajaya",107
"15601","2022-11-24","Johor",46
"15602","2022-11-24","Kedah",165
"15603","2022-11-24","Kelantan",183
"15604","2022-11-24","Melaka",207
"15606","2022-11-24","Pahang",152
"15607","2022-11-24","Perak",150
"15608","2022-11-24","Perlis",9
"15609","2022-11-24","Pulau Pinang",184
"15610","2022-11-24","Sabah",222
"15611","2022-11-24","Sarawak",176
"15613","2022-11-24","Terengganu",104
"15614","2022-11-24","W.P. Kuala Lumpur",311
"15615","2022-11-24","W.P. Labuan",24
"15616","2022-11-24","W.P. Putrajaya",119
"15617","2022-11-25","Johor",49
"15618","2022-11-25","Kedah",126
"15619","2022-11-25","Kelantan",114
"15620","2022-11-25","Melaka",268
"15622","2022-11-25","Pahang",102
"15623","2022-11-25","Perak",132
"15624","2022-11-25","Perlis",7
"15625","2022-11-25","Pulau Pinang",178
"15626","2022-11-25","Sabah",266
"15627","2022-11-25","Sarawak",145
"15629","2022-11-25","Terengganu",72
"15630","2022-11-25","W.P. Kuala Lumpur",223
"15631","2022-11-25","W.P. Labuan",27
"15632","2022-11-25","W.P. Putrajaya",140
"15633","2022-11-26","Johor",47
"15634","2022-11-26","Kedah",109
"15635","2022-11-26","Kelantan",66
"15636","2022-11-26","Melaka",197
"15638","2022-11-26","Pahang",106
"15639","2022-11-26","Perak",153
"15640","2022-11-26","Perlis",9
"15641","2022-11-26","Pulau Pinang",120
"15642","2022-11-26","Sabah",210
"15643","2022-11-26","Sarawak",176
"15645","2022-11-26","Terengganu",77
"15646","2022-11-26","W.P. Kuala Lumpur",206
"15647","2022-11-26","W.P. Labuan",18
"15648","2022-11-26","W.P. Putrajaya",72
"15649","2022-11-27","Johor",37
"15650","2022-11-27","Kedah",148
"15651","2022-11-27","Kelantan",81
"15652","2022-11-27","Melaka",128
"15654","2022-11-27","Pahang",65
"15655","2022-11-27","Perak",75
"15656","2022-11-27","Perlis",8
"15657","2022-11-27","Pulau Pinang",134
"15658","2022-11-27","Sabah",154
"15659","2022-11-27","Sarawak",87
"15661","2022-11-27","Terengganu",55
"15662","2022-11-27","W.P. Kuala Lumpur",159
"15663","2022-11-27","W.P. Labuan",10
"15664","2022-11-27","W.P. Putrajaya",54
