"","date","state","cases_new"
"1","2020-03-24","Johor",4
"2","2020-03-24","Kedah",5
"3","2020-03-24","Kelantan",7
"4","2020-03-24","Melaka",6
"6","2020-03-24","Pahang",1
"7","2020-03-24","Perak",17
"8","2020-03-24","Perlis",0
"9","2020-03-24","Pulau Pinang",2
"10","2020-03-24","Sabah",1
"11","2020-03-24","Sarawak",5
"12","2020-03-24","Selangor",27
"13","2020-03-24","Terengganu",0
"14","2020-03-24","W.P. Kuala Lumpur",15
"15","2020-03-24","W.P. Labuan",0
"16","2020-03-24","W.P. Putrajaya",2
"17","2020-03-25","Johor",34
"18","2020-03-25","Kedah",6
"19","2020-03-25","Kelantan",6
"20","2020-03-25","Melaka",2
"22","2020-03-25","Pahang",7
"23","2020-03-25","Perak",30
"24","2020-03-25","Perlis",1
"25","2020-03-25","Pulau Pinang",1
"26","2020-03-25","Sabah",0
"27","2020-03-25","Sarawak",2
"28","2020-03-25","Selangor",53
"29","2020-03-25","Terengganu",0
"30","2020-03-25","W.P. Kuala Lumpur",15
"31","2020-03-25","W.P. Labuan",0
"32","2020-03-25","W.P. Putrajaya",1
"33","2020-03-26","Johor",43
"34","2020-03-26","Kedah",3
"35","2020-03-26","Kelantan",10
"36","2020-03-26","Melaka",0
"38","2020-03-26","Pahang",2
"39","2020-03-26","Perak",23
"40","2020-03-26","Perlis",0
"41","2020-03-26","Pulau Pinang",4
"42","2020-03-26","Sabah",2
"43","2020-03-26","Sarawak",10
"44","2020-03-26","Selangor",77
"45","2020-03-26","Terengganu",1
"46","2020-03-26","W.P. Kuala Lumpur",49
"47","2020-03-26","W.P. Labuan",0
"48","2020-03-26","W.P. Putrajaya",2
"49","2020-03-27","Johor",20
"50","2020-03-27","Kedah",1
"51","2020-03-27","Kelantan",4
"52","2020-03-27","Melaka",0
"54","2020-03-27","Pahang",5
"55","2020-03-27","Perak",7
"56","2020-03-27","Perlis",0
"57","2020-03-27","Pulau Pinang",6
"58","2020-03-27","Sabah",10
"59","2020-03-27","Sarawak",15
"60","2020-03-27","Selangor",36
"61","2020-03-27","Terengganu",2
"62","2020-03-27","W.P. Kuala Lumpur",16
"63","2020-03-27","W.P. Labuan",0
"64","2020-03-27","W.P. Putrajaya",2
"65","2020-03-28","Johor",26
"66","2020-03-28","Kedah",1
"67","2020-03-28","Kelantan",10
"68","2020-03-28","Melaka",9
"70","2020-03-28","Pahang",14
"71","2020-03-28","Perak",6
"72","2020-03-28","Perlis",0
"73","2020-03-28","Pulau Pinang",6
"74","2020-03-28","Sabah",15
"75","2020-03-28","Sarawak",8
"76","2020-03-28","Selangor",34
"77","2020-03-28","Terengganu",4
"78","2020-03-28","W.P. Kuala Lumpur",6
"79","2020-03-28","W.P. Labuan",5
"80","2020-03-28","W.P. Putrajaya",0
"81","2020-03-29","Johor",24
"82","2020-03-29","Kedah",1
"83","2020-03-29","Kelantan",15
"84","2020-03-29","Melaka",1
"86","2020-03-29","Pahang",12
"87","2020-03-29","Perak",11
"88","2020-03-29","Perlis",0
"89","2020-03-29","Pulau Pinang",1
"90","2020-03-29","Sabah",0
"91","2020-03-29","Sarawak",11
"92","2020-03-29","Selangor",33
"93","2020-03-29","Terengganu",2
"94","2020-03-29","W.P. Kuala Lumpur",28
"95","2020-03-29","W.P. Labuan",0
"96","2020-03-29","W.P. Putrajaya",2
"97","2020-03-30","Johor",22
"98","2020-03-30","Kedah",2
"99","2020-03-30","Kelantan",4
"100","2020-03-30","Melaka",7
"102","2020-03-30","Pahang",3
"103","2020-03-30","Perak",8
"104","2020-03-30","Perlis",1
"105","2020-03-30","Pulau Pinang",1
"106","2020-03-30","Sabah",4
"107","2020-03-30","Sarawak",6
"108","2020-03-30","Selangor",59
"109","2020-03-30","Terengganu",0
"110","2020-03-30","W.P. Kuala Lumpur",26
"111","2020-03-30","W.P. Labuan",0
"112","2020-03-30","W.P. Putrajaya",3
"113","2020-03-31","Johor",16
"114","2020-03-31","Kedah",0
"115","2020-03-31","Kelantan",4
"116","2020-03-31","Melaka",2
"118","2020-03-31","Pahang",3
"119","2020-03-31","Perak",5
"120","2020-03-31","Perlis",1
"121","2020-03-31","Pulau Pinang",6
"122","2020-03-31","Sabah",5
"123","2020-03-31","Sarawak",21
"124","2020-03-31","Selangor",32
"125","2020-03-31","Terengganu",0
"126","2020-03-31","W.P. Kuala Lumpur",34
"127","2020-03-31","W.P. Labuan",0
"128","2020-03-31","W.P. Putrajaya",2
"129","2020-04-01","Johor",19
"130","2020-04-01","Kedah",2
"131","2020-04-01","Kelantan",3
"132","2020-04-01","Melaka",11
"134","2020-04-01","Pahang",9
"135","2020-04-01","Perak",5
"136","2020-04-01","Perlis",0
"137","2020-04-01","Pulau Pinang",2
"138","2020-04-01","Sabah",3
"139","2020-04-01","Sarawak",32
"140","2020-04-01","Selangor",22
"141","2020-04-01","Terengganu",1
"142","2020-04-01","W.P. Kuala Lumpur",25
"143","2020-04-01","W.P. Labuan",0
"144","2020-04-01","W.P. Putrajaya",0
"145","2020-04-02","Johor",27
"146","2020-04-02","Kedah",1
"147","2020-04-02","Kelantan",3
"148","2020-04-02","Melaka",7
"150","2020-04-02","Pahang",3
"151","2020-04-02","Perak",6
"152","2020-04-02","Perlis",0
"153","2020-04-02","Pulau Pinang",2
"154","2020-04-02","Sabah",1
"155","2020-04-02","Sarawak",23
"156","2020-04-02","Selangor",70
"157","2020-04-02","Terengganu",2
"158","2020-04-02","W.P. Kuala Lumpur",39
"159","2020-04-02","W.P. Labuan",0
"160","2020-04-02","W.P. Putrajaya",7
"161","2020-04-03","Johor",21
"162","2020-04-03","Kedah",1
"163","2020-04-03","Kelantan",0
"164","2020-04-03","Melaka",3
"166","2020-04-03","Pahang",13
"167","2020-04-03","Perak",5
"168","2020-04-03","Perlis",0
"169","2020-04-03","Pulau Pinang",0
"170","2020-04-03","Sabah",5
"171","2020-04-03","Sarawak",28
"172","2020-04-03","Selangor",63
"173","2020-04-03","Terengganu",18
"174","2020-04-03","W.P. Kuala Lumpur",55
"175","2020-04-03","W.P. Labuan",0
"176","2020-04-03","W.P. Putrajaya",1
"177","2020-04-04","Johor",6
"178","2020-04-04","Kedah",0
"179","2020-04-04","Kelantan",2
"180","2020-04-04","Melaka",2
"182","2020-04-04","Pahang",24
"183","2020-04-04","Perak",2
"184","2020-04-04","Perlis",0
"185","2020-04-04","Pulau Pinang",1
"186","2020-04-04","Sabah",10
"187","2020-04-04","Sarawak",7
"188","2020-04-04","Selangor",29
"189","2020-04-04","Terengganu",6
"190","2020-04-04","W.P. Kuala Lumpur",50
"191","2020-04-04","W.P. Labuan",1
"192","2020-04-04","W.P. Putrajaya",1
"193","2020-04-05","Johor",16
"194","2020-04-05","Kedah",1
"195","2020-04-05","Kelantan",2
"196","2020-04-05","Melaka",14
"198","2020-04-05","Pahang",7
"199","2020-04-05","Perak",6
"200","2020-04-05","Perlis",1
"201","2020-04-05","Pulau Pinang",2
"202","2020-04-05","Sabah",13
"203","2020-04-05","Sarawak",15
"204","2020-04-05","Selangor",50
"205","2020-04-05","Terengganu",10
"206","2020-04-05","W.P. Kuala Lumpur",29
"207","2020-04-05","W.P. Labuan",0
"208","2020-04-05","W.P. Putrajaya",1
"209","2020-04-06","Johor",30
"210","2020-04-06","Kedah",3
"211","2020-04-06","Kelantan",1
"212","2020-04-06","Melaka",10
"214","2020-04-06","Pahang",3
"215","2020-04-06","Perak",6
"216","2020-04-06","Perlis",0
"217","2020-04-06","Pulau Pinang",0
"218","2020-04-06","Sabah",2
"219","2020-04-06","Sarawak",12
"220","2020-04-06","Selangor",27
"221","2020-04-06","Terengganu",6
"222","2020-04-06","W.P. Kuala Lumpur",18
"223","2020-04-06","W.P. Labuan",1
"224","2020-04-06","W.P. Putrajaya",4
"225","2020-04-07","Johor",10
"226","2020-04-07","Kedah",5
"227","2020-04-07","Kelantan",5
"228","2020-04-07","Melaka",4
"230","2020-04-07","Pahang",5
"231","2020-04-07","Perak",14
"232","2020-04-07","Perlis",4
"233","2020-04-07","Pulau Pinang",1
"234","2020-04-07","Sabah",1
"235","2020-04-07","Sarawak",15
"236","2020-04-07","Selangor",50
"237","2020-04-07","Terengganu",0
"238","2020-04-07","W.P. Kuala Lumpur",31
"239","2020-04-07","W.P. Labuan",1
"240","2020-04-07","W.P. Putrajaya",2
"241","2020-04-08","Johor",18
"242","2020-04-08","Kedah",1
"243","2020-04-08","Kelantan",0
"244","2020-04-08","Melaka",13
"246","2020-04-08","Pahang",3
"247","2020-04-08","Perak",4
"248","2020-04-08","Perlis",0
"249","2020-04-08","Pulau Pinang",6
"250","2020-04-08","Sabah",7
"251","2020-04-08","Sarawak",18
"252","2020-04-08","Selangor",58
"253","2020-04-08","Terengganu",3
"254","2020-04-08","W.P. Kuala Lumpur",14
"255","2020-04-08","W.P. Labuan",0
"256","2020-04-08","W.P. Putrajaya",2
"257","2020-04-09","Johor",7
"258","2020-04-09","Kedah",2
"259","2020-04-09","Kelantan",1
"260","2020-04-09","Melaka",3
"262","2020-04-09","Pahang",14
"263","2020-04-09","Perak",4
"264","2020-04-09","Perlis",0
"265","2020-04-09","Pulau Pinang",0
"266","2020-04-09","Sabah",0
"267","2020-04-09","Sarawak",6
"268","2020-04-09","Selangor",39
"269","2020-04-09","Terengganu",5
"270","2020-04-09","W.P. Kuala Lumpur",15
"271","2020-04-09","W.P. Labuan",0
"272","2020-04-09","W.P. Putrajaya",2
"273","2020-04-10","Johor",19
"274","2020-04-10","Kedah",0
"275","2020-04-10","Kelantan",1
"276","2020-04-10","Melaka",14
"278","2020-04-10","Pahang",4
"279","2020-04-10","Perak",1
"280","2020-04-10","Perlis",0
"281","2020-04-10","Pulau Pinang",1
"282","2020-04-10","Sabah",2
"283","2020-04-10","Sarawak",15
"284","2020-04-10","Selangor",31
"285","2020-04-10","Terengganu",3
"286","2020-04-10","W.P. Kuala Lumpur",14
"287","2020-04-10","W.P. Labuan",0
"288","2020-04-10","W.P. Putrajaya",2
"289","2020-04-11","Johor",21
"290","2020-04-11","Kedah",0
"291","2020-04-11","Kelantan",2
"292","2020-04-11","Melaka",8
"294","2020-04-11","Pahang",27
"295","2020-04-11","Perak",1
"296","2020-04-11","Perlis",0
"297","2020-04-11","Pulau Pinang",5
"298","2020-04-11","Sabah",10
"299","2020-04-11","Sarawak",7
"300","2020-04-11","Selangor",35
"301","2020-04-11","Terengganu",1
"302","2020-04-11","W.P. Kuala Lumpur",46
"303","2020-04-11","W.P. Labuan",2
"304","2020-04-11","W.P. Putrajaya",2
"305","2020-04-12","Johor",14
"306","2020-04-12","Kedah",0
"307","2020-04-12","Kelantan",1
"308","2020-04-12","Melaka",3
"310","2020-04-12","Pahang",11
"311","2020-04-12","Perak",1
"312","2020-04-12","Perlis",0
"313","2020-04-12","Pulau Pinang",2
"314","2020-04-12","Sabah",6
"315","2020-04-12","Sarawak",8
"316","2020-04-12","Selangor",53
"317","2020-04-12","Terengganu",0
"318","2020-04-12","W.P. Kuala Lumpur",44
"319","2020-04-12","W.P. Labuan",0
"320","2020-04-12","W.P. Putrajaya",1
"321","2020-04-13","Johor",20
"322","2020-04-13","Kedah",0
"323","2020-04-13","Kelantan",2
"324","2020-04-13","Melaka",0
"326","2020-04-13","Pahang",0
"327","2020-04-13","Perak",3
"328","2020-04-13","Perlis",0
"329","2020-04-13","Pulau Pinang",0
"330","2020-04-13","Sabah",14
"331","2020-04-13","Sarawak",6
"332","2020-04-13","Selangor",13
"333","2020-04-13","Terengganu",4
"334","2020-04-13","W.P. Kuala Lumpur",28
"335","2020-04-13","W.P. Labuan",0
"336","2020-04-13","W.P. Putrajaya",2
"337","2020-04-14","Johor",8
"338","2020-04-14","Kedah",0
"339","2020-04-14","Kelantan",0
"340","2020-04-14","Melaka",3
"342","2020-04-14","Pahang",11
"343","2020-04-14","Perak",3
"344","2020-04-14","Perlis",0
"345","2020-04-14","Pulau Pinang",3
"346","2020-04-14","Sabah",5
"347","2020-04-14","Sarawak",15
"348","2020-04-14","Selangor",52
"349","2020-04-14","Terengganu",0
"350","2020-04-14","W.P. Kuala Lumpur",68
"351","2020-04-14","W.P. Labuan",0
"352","2020-04-14","W.P. Putrajaya",0
"353","2020-04-15","Johor",14
"354","2020-04-15","Kedah",1
"355","2020-04-15","Kelantan",0
"356","2020-04-15","Melaka",0
"358","2020-04-15","Pahang",17
"359","2020-04-15","Perak",0
"360","2020-04-15","Perlis",0
"361","2020-04-15","Pulau Pinang",0
"362","2020-04-15","Sabah",0
"363","2020-04-15","Sarawak",8
"364","2020-04-15","Selangor",18
"365","2020-04-15","Terengganu",0
"366","2020-04-15","W.P. Kuala Lumpur",26
"367","2020-04-15","W.P. Labuan",0
"368","2020-04-15","W.P. Putrajaya",0
"369","2020-04-16","Johor",13
"370","2020-04-16","Kedah",0
"371","2020-04-16","Kelantan",1
"372","2020-04-16","Melaka",0
"374","2020-04-16","Pahang",8
"375","2020-04-16","Perak",1
"376","2020-04-16","Perlis",0
"377","2020-04-16","Pulau Pinang",0
"378","2020-04-16","Sabah",3
"379","2020-04-16","Sarawak",16
"380","2020-04-16","Selangor",13
"381","2020-04-16","Terengganu",2
"382","2020-04-16","W.P. Kuala Lumpur",26
"383","2020-04-16","W.P. Labuan",0
"384","2020-04-16","W.P. Putrajaya",1
"385","2020-04-17","Johor",9
"386","2020-04-17","Kedah",0
"387","2020-04-17","Kelantan",0
"388","2020-04-17","Melaka",1
"390","2020-04-17","Pahang",1
"391","2020-04-17","Perak",1
"392","2020-04-17","Perlis",0
"393","2020-04-17","Pulau Pinang",0
"394","2020-04-17","Sabah",5
"395","2020-04-17","Sarawak",10
"396","2020-04-17","Selangor",10
"397","2020-04-17","Terengganu",0
"398","2020-04-17","W.P. Kuala Lumpur",18
"399","2020-04-17","W.P. Labuan",1
"400","2020-04-17","W.P. Putrajaya",0
"401","2020-04-18","Johor",16
"402","2020-04-18","Kedah",0
"403","2020-04-18","Kelantan",0
"404","2020-04-18","Melaka",0
"406","2020-04-18","Pahang",2
"407","2020-04-18","Perak",0
"408","2020-04-18","Perlis",0
"409","2020-04-18","Pulau Pinang",0
"410","2020-04-18","Sabah",10
"411","2020-04-18","Sarawak",6
"412","2020-04-18","Selangor",2
"413","2020-04-18","Terengganu",1
"414","2020-04-18","W.P. Kuala Lumpur",14
"415","2020-04-18","W.P. Labuan",0
"416","2020-04-18","W.P. Putrajaya",0
"417","2020-04-19","Johor",3
"418","2020-04-19","Kedah",0
"419","2020-04-19","Kelantan",0
"420","2020-04-19","Melaka",37
"422","2020-04-19","Pahang",5
"423","2020-04-19","Perak",0
"424","2020-04-19","Perlis",0
"425","2020-04-19","Pulau Pinang",0
"426","2020-04-19","Sabah",3
"427","2020-04-19","Sarawak",5
"428","2020-04-19","Selangor",10
"429","2020-04-19","Terengganu",0
"430","2020-04-19","W.P. Kuala Lumpur",12
"431","2020-04-19","W.P. Labuan",0
"432","2020-04-19","W.P. Putrajaya",9
"433","2020-04-20","Johor",2
"434","2020-04-20","Kedah",0
"435","2020-04-20","Kelantan",0
"436","2020-04-20","Melaka",2
"438","2020-04-20","Pahang",2
"439","2020-04-20","Perak",0
"440","2020-04-20","Perlis",0
"441","2020-04-20","Pulau Pinang",0
"442","2020-04-20","Sabah",2
"443","2020-04-20","Sarawak",6
"444","2020-04-20","Selangor",2
"445","2020-04-20","Terengganu",0
"446","2020-04-20","W.P. Kuala Lumpur",4
"447","2020-04-20","W.P. Labuan",0
"448","2020-04-20","W.P. Putrajaya",13
"449","2020-04-21","Johor",1
"450","2020-04-21","Kedah",0
"451","2020-04-21","Kelantan",0
"452","2020-04-21","Melaka",1
"454","2020-04-21","Pahang",8
"455","2020-04-21","Perak",0
"456","2020-04-21","Perlis",0
"457","2020-04-21","Pulau Pinang",0
"458","2020-04-21","Sabah",0
"459","2020-04-21","Sarawak",22
"460","2020-04-21","Selangor",11
"461","2020-04-21","Terengganu",0
"462","2020-04-21","W.P. Kuala Lumpur",13
"463","2020-04-21","W.P. Labuan",0
"464","2020-04-21","W.P. Putrajaya",0
"465","2020-04-22","Johor",3
"466","2020-04-22","Kedah",1
"467","2020-04-22","Kelantan",0
"468","2020-04-22","Melaka",1
"470","2020-04-22","Pahang",6
"471","2020-04-22","Perak",0
"472","2020-04-22","Perlis",0
"473","2020-04-22","Pulau Pinang",0
"474","2020-04-22","Sabah",0
"475","2020-04-22","Sarawak",19
"476","2020-04-22","Selangor",1
"477","2020-04-22","Terengganu",0
"478","2020-04-22","W.P. Kuala Lumpur",16
"479","2020-04-22","W.P. Labuan",0
"480","2020-04-22","W.P. Putrajaya",1
"481","2020-04-23","Johor",3
"482","2020-04-23","Kedah",0
"483","2020-04-23","Kelantan",0
"484","2020-04-23","Melaka",0
"486","2020-04-23","Pahang",1
"487","2020-04-23","Perak",0
"488","2020-04-23","Perlis",0
"489","2020-04-23","Pulau Pinang",0
"490","2020-04-23","Sabah",1
"491","2020-04-23","Sarawak",4
"492","2020-04-23","Selangor",12
"493","2020-04-23","Terengganu",1
"494","2020-04-23","W.P. Kuala Lumpur",29
"495","2020-04-23","W.P. Labuan",0
"496","2020-04-23","W.P. Putrajaya",0
"497","2020-04-24","Johor",4
"498","2020-04-24","Kedah",0
"499","2020-04-24","Kelantan",0
"500","2020-04-24","Melaka",3
"502","2020-04-24","Pahang",1
"503","2020-04-24","Perak",0
"504","2020-04-24","Perlis",0
"505","2020-04-24","Pulau Pinang",0
"506","2020-04-24","Sabah",2
"507","2020-04-24","Sarawak",9
"508","2020-04-24","Selangor",18
"509","2020-04-24","Terengganu",0
"510","2020-04-24","W.P. Kuala Lumpur",49
"511","2020-04-24","W.P. Labuan",0
"512","2020-04-24","W.P. Putrajaya",0
"513","2020-04-25","Johor",0
"514","2020-04-25","Kedah",0
"515","2020-04-25","Kelantan",0
"516","2020-04-25","Melaka",0
"518","2020-04-25","Pahang",1
"519","2020-04-25","Perak",0
"520","2020-04-25","Perlis",0
"521","2020-04-25","Pulau Pinang",0
"522","2020-04-25","Sabah",0
"523","2020-04-25","Sarawak",10
"524","2020-04-25","Selangor",1
"525","2020-04-25","Terengganu",0
"526","2020-04-25","W.P. Kuala Lumpur",39
"527","2020-04-25","W.P. Labuan",0
"528","2020-04-25","W.P. Putrajaya",0
"529","2020-04-26","Johor",4
"530","2020-04-26","Kedah",0
"531","2020-04-26","Kelantan",0
"532","2020-04-26","Melaka",1
"534","2020-04-26","Pahang",0
"535","2020-04-26","Perak",0
"536","2020-04-26","Perlis",0
"537","2020-04-26","Pulau Pinang",2
"538","2020-04-26","Sabah",0
"539","2020-04-26","Sarawak",7
"540","2020-04-26","Selangor",6
"541","2020-04-26","Terengganu",0
"542","2020-04-26","W.P. Kuala Lumpur",16
"543","2020-04-26","W.P. Labuan",0
"544","2020-04-26","W.P. Putrajaya",1
"545","2020-04-27","Johor",0
"546","2020-04-27","Kedah",0
"547","2020-04-27","Kelantan",0
"548","2020-04-27","Melaka",0
"550","2020-04-27","Pahang",0
"551","2020-04-27","Perak",1
"552","2020-04-27","Perlis",0
"553","2020-04-27","Pulau Pinang",0
"554","2020-04-27","Sabah",1
"555","2020-04-27","Sarawak",3
"556","2020-04-27","Selangor",4
"557","2020-04-27","Terengganu",0
"558","2020-04-27","W.P. Kuala Lumpur",30
"559","2020-04-27","W.P. Labuan",0
"560","2020-04-27","W.P. Putrajaya",0
"561","2020-04-28","Johor",1
"562","2020-04-28","Kedah",0
"563","2020-04-28","Kelantan",0
"564","2020-04-28","Melaka",0
"566","2020-04-28","Pahang",0
"567","2020-04-28","Perak",0
"568","2020-04-28","Perlis",0
"569","2020-04-28","Pulau Pinang",0
"570","2020-04-28","Sabah",1
"571","2020-04-28","Sarawak",8
"572","2020-04-28","Selangor",5
"573","2020-04-28","Terengganu",0
"574","2020-04-28","W.P. Kuala Lumpur",14
"575","2020-04-28","W.P. Labuan",0
"576","2020-04-28","W.P. Putrajaya",1
"577","2020-04-29","Johor",0
"578","2020-04-29","Kedah",0
"579","2020-04-29","Kelantan",0
"580","2020-04-29","Melaka",0
"582","2020-04-29","Pahang",5
"583","2020-04-29","Perak",0
"584","2020-04-29","Perlis",0
"585","2020-04-29","Pulau Pinang",0
"586","2020-04-29","Sabah",2
"587","2020-04-29","Sarawak",6
"588","2020-04-29","Selangor",1
"589","2020-04-29","Terengganu",0
"590","2020-04-29","W.P. Kuala Lumpur",8
"591","2020-04-29","W.P. Labuan",0
"592","2020-04-29","W.P. Putrajaya",0
"593","2020-04-30","Johor",3
"594","2020-04-30","Kedah",0
"595","2020-04-30","Kelantan",0
"596","2020-04-30","Melaka",5
"598","2020-04-30","Pahang",1
"599","2020-04-30","Perak",0
"600","2020-04-30","Perlis",0
"601","2020-04-30","Pulau Pinang",0
"602","2020-04-30","Sabah",0
"603","2020-04-30","Sarawak",5
"604","2020-04-30","Selangor",27
"605","2020-04-30","Terengganu",0
"606","2020-04-30","W.P. Kuala Lumpur",10
"607","2020-04-30","W.P. Labuan",0
"608","2020-04-30","W.P. Putrajaya",1
"609","2020-05-01","Johor",3
"610","2020-05-01","Kedah",0
"611","2020-05-01","Kelantan",0
"612","2020-05-01","Melaka",1
"614","2020-05-01","Pahang",3
"615","2020-05-01","Perak",0
"616","2020-05-01","Perlis",0
"617","2020-05-01","Pulau Pinang",0
"618","2020-05-01","Sabah",0
"619","2020-05-01","Sarawak",2
"620","2020-05-01","Selangor",24
"621","2020-05-01","Terengganu",0
"622","2020-05-01","W.P. Kuala Lumpur",32
"623","2020-05-01","W.P. Labuan",0
"624","2020-05-01","W.P. Putrajaya",4
"625","2020-05-02","Johor",1
"626","2020-05-02","Kedah",0
"627","2020-05-02","Kelantan",0
"628","2020-05-02","Melaka",2
"630","2020-05-02","Pahang",8
"631","2020-05-02","Perak",0
"632","2020-05-02","Perlis",0
"633","2020-05-02","Pulau Pinang",0
"634","2020-05-02","Sabah",0
"635","2020-05-02","Sarawak",9
"636","2020-05-02","Selangor",63
"637","2020-05-02","Terengganu",0
"638","2020-05-02","W.P. Kuala Lumpur",14
"639","2020-05-02","W.P. Labuan",0
"640","2020-05-02","W.P. Putrajaya",0
"641","2020-05-03","Johor",0
"642","2020-05-03","Kedah",0
"643","2020-05-03","Kelantan",0
"644","2020-05-03","Melaka",3
"646","2020-05-03","Pahang",0
"647","2020-05-03","Perak",0
"648","2020-05-03","Perlis",0
"649","2020-05-03","Pulau Pinang",0
"650","2020-05-03","Sabah",1
"651","2020-05-03","Sarawak",5
"652","2020-05-03","Selangor",11
"653","2020-05-03","Terengganu",0
"654","2020-05-03","W.P. Kuala Lumpur",30
"655","2020-05-03","W.P. Labuan",0
"656","2020-05-03","W.P. Putrajaya",1
"657","2020-05-04","Johor",0
"658","2020-05-04","Kedah",0
"659","2020-05-04","Kelantan",0
"660","2020-05-04","Melaka",3
"662","2020-05-04","Pahang",0
"663","2020-05-04","Perak",0
"664","2020-05-04","Perlis",0
"665","2020-05-04","Pulau Pinang",0
"666","2020-05-04","Sabah",0
"667","2020-05-04","Sarawak",0
"668","2020-05-04","Selangor",21
"669","2020-05-04","Terengganu",0
"670","2020-05-04","W.P. Kuala Lumpur",25
"671","2020-05-04","W.P. Labuan",0
"672","2020-05-04","W.P. Putrajaya",0
"673","2020-05-05","Johor",0
"674","2020-05-05","Kedah",0
"675","2020-05-05","Kelantan",0
"676","2020-05-05","Melaka",0
"678","2020-05-05","Pahang",0
"679","2020-05-05","Perak",0
"680","2020-05-05","Perlis",0
"681","2020-05-05","Pulau Pinang",1
"682","2020-05-05","Sabah",0
"683","2020-05-05","Sarawak",2
"684","2020-05-05","Selangor",4
"685","2020-05-05","Terengganu",0
"686","2020-05-05","W.P. Kuala Lumpur",23
"687","2020-05-05","W.P. Labuan",0
"688","2020-05-05","W.P. Putrajaya",0
"689","2020-05-06","Johor",0
"690","2020-05-06","Kedah",0
"691","2020-05-06","Kelantan",0
"692","2020-05-06","Melaka",1
"694","2020-05-06","Pahang",0
"695","2020-05-06","Perak",0
"696","2020-05-06","Perlis",0
"697","2020-05-06","Pulau Pinang",0
"698","2020-05-06","Sabah",0
"699","2020-05-06","Sarawak",11
"700","2020-05-06","Selangor",9
"701","2020-05-06","Terengganu",0
"702","2020-05-06","W.P. Kuala Lumpur",22
"703","2020-05-06","W.P. Labuan",0
"704","2020-05-06","W.P. Putrajaya",0
"705","2020-05-07","Johor",0
"706","2020-05-07","Kedah",0
"707","2020-05-07","Kelantan",0
"708","2020-05-07","Melaka",1
"710","2020-05-07","Pahang",0
"711","2020-05-07","Perak",0
"712","2020-05-07","Perlis",0
"713","2020-05-07","Pulau Pinang",0
"714","2020-05-07","Sabah",1
"715","2020-05-07","Sarawak",1
"716","2020-05-07","Selangor",16
"717","2020-05-07","Terengganu",0
"718","2020-05-07","W.P. Kuala Lumpur",20
"719","2020-05-07","W.P. Labuan",0
"720","2020-05-07","W.P. Putrajaya",0
"721","2020-05-08","Johor",0
"722","2020-05-08","Kedah",0
"723","2020-05-08","Kelantan",0
"724","2020-05-08","Melaka",0
"726","2020-05-08","Pahang",1
"727","2020-05-08","Perak",0
"728","2020-05-08","Perlis",0
"729","2020-05-08","Pulau Pinang",0
"730","2020-05-08","Sabah",0
"731","2020-05-08","Sarawak",1
"732","2020-05-08","Selangor",6
"733","2020-05-08","Terengganu",0
"734","2020-05-08","W.P. Kuala Lumpur",6
"735","2020-05-08","W.P. Labuan",0
"736","2020-05-08","W.P. Putrajaya",1
"737","2020-05-09","Johor",0
"738","2020-05-09","Kedah",0
"739","2020-05-09","Kelantan",0
"740","2020-05-09","Melaka",1
"742","2020-05-09","Pahang",0
"743","2020-05-09","Perak",0
"744","2020-05-09","Perlis",0
"745","2020-05-09","Pulau Pinang",0
"746","2020-05-09","Sabah",0
"747","2020-05-09","Sarawak",4
"748","2020-05-09","Selangor",10
"749","2020-05-09","Terengganu",0
"750","2020-05-09","W.P. Kuala Lumpur",10
"751","2020-05-09","W.P. Labuan",0
"752","2020-05-09","W.P. Putrajaya",1
"753","2020-05-10","Johor",0
"754","2020-05-10","Kedah",0
"755","2020-05-10","Kelantan",0
"756","2020-05-10","Melaka",0
"758","2020-05-10","Pahang",2
"759","2020-05-10","Perak",2
"760","2020-05-10","Perlis",0
"761","2020-05-10","Pulau Pinang",0
"762","2020-05-10","Sabah",0
"763","2020-05-10","Sarawak",1
"764","2020-05-10","Selangor",8
"765","2020-05-10","Terengganu",0
"766","2020-05-10","W.P. Kuala Lumpur",9
"767","2020-05-10","W.P. Labuan",0
"768","2020-05-10","W.P. Putrajaya",0
"769","2020-05-11","Johor",0
"770","2020-05-11","Kedah",0
"771","2020-05-11","Kelantan",0
"772","2020-05-11","Melaka",1
"774","2020-05-11","Pahang",4
"775","2020-05-11","Perak",0
"776","2020-05-11","Perlis",0
"777","2020-05-11","Pulau Pinang",0
"778","2020-05-11","Sabah",10
"779","2020-05-11","Sarawak",0
"780","2020-05-11","Selangor",3
"781","2020-05-11","Terengganu",0
"782","2020-05-11","W.P. Kuala Lumpur",35
"783","2020-05-11","W.P. Labuan",0
"784","2020-05-11","W.P. Putrajaya",1
"785","2020-05-12","Johor",0
"786","2020-05-12","Kedah",0
"787","2020-05-12","Kelantan",0
"788","2020-05-12","Melaka",0
"790","2020-05-12","Pahang",0
"791","2020-05-12","Perak",0
"792","2020-05-12","Perlis",0
"793","2020-05-12","Pulau Pinang",0
"794","2020-05-12","Sabah",1
"795","2020-05-12","Sarawak",0
"796","2020-05-12","Selangor",3
"797","2020-05-12","Terengganu",0
"798","2020-05-12","W.P. Kuala Lumpur",12
"799","2020-05-12","W.P. Labuan",0
"800","2020-05-12","W.P. Putrajaya",0
"801","2020-05-13","Johor",0
"802","2020-05-13","Kedah",0
